sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	scientific_name	taxon_id	host_body_habitat	host_body_product	host_body_site	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_rct	control_cell_into_extraction	control_org	control_type	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	estimated_biomass_per_dnarxn	estimated_biomass_per_pcrrxn	estimated_cells_per_g	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_mass_index	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	log_estimated_cells_per_g	log_total_reads	longitude	mass_g	mass_g_log	max_age	max_kg_grams	max_tl_cm	max_length_cm_LOVE2021	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_order	p_genus_species_alternative	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_1_phytoplankton_algae	prey_2_zooplankton	prey_3_annelids	prey_3_arthropods	prey_3_echinoderms	prey_3_mollusks	prey_3_invertebrate	prey_4_small_fish	prey_5_large_fish	prey_6_shark_marine_mammal	prey_sum	primer_plate	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	title	title_fmp_core	tl_cm	host_height_vs_max_height_tl	total_reads_AID_49571	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.plate2.b10	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	10	b	b10	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	170	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.b11	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	11	b	b11	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	178	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.b12	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	12	b	b12	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	186	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.b7	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	7	b	b7	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	146	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.b8	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	8	b	b8	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	154	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.b9	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	9	b	b9	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	162	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c10	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	10	c	c10	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	171	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c11	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	11	c	c11	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	179	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c12	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	12	c	c12	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	187	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c7	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	7	c	c7	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	147	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c8	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	8	c	c8	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	155	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.c9	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	9	c	c9	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	163	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13414.plate2.d10	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	2020-09-14	metagenome	256318.0	not collected	not collected	not collected	not applicable	not applicable	not applicable	not applicable	6	not applicable	6	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	10	d	d10	0	Control	Negative	Sterile water blank	not applicable	control blank not sequenced	urban biome	research facility	cell culture	misc environment	0	not applicable	not applicable	not applicable	not applicable	not collected	1900-01-00	not applicable	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not collected	not collected	not applicable	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	0.0	not collected	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	172	not applicable	not applicable	0	0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	0.0	2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	control blank not sequenced	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	FMP101	0.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
